typeProject;before;project;version;file;start;end;switchString;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/LineBuffer.java;61;81;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;122;146;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;165;182;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;231;248;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;250;258;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;274;301;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;339;370;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;492;507;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;510;524;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;570;589;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;594;610;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/IntMath.java;660;672;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;123;147;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;167;184;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;272;289;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;292;300;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;338;373;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;403;434;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;607;622;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;626;640;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;720;739;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;745;761;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/LongMath.java;816;866;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/BigIntegerMath.java;95;128;false;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/math/BigIntegerMath.java;193;214;false;
